symbol,sector,cyclicality_tag,market_cap_approx,roe,roce,debt_equity,interest_coverage,revenue_cagr_3y,revenue_growth_1y,pe_current,ret_3m,ret_6m,ret_12m,ret_24m,above_50sma,above_200sma,rsi14,obv_slope_short,obv_slope_long,turnover_median_60d,ownership_flow_long,ownership_flow_short,pe_for_ranking,roe_pct,roce_pct,quality_score,growth_3y_score,growth_1y_score,growth_divergence_flag,value_score,stage_3y_score,stage_timing_tag,stage_1y_score,sector_macro_3y_score,sector_macro_1y_score,ownership_3y_score,ownership_1y_score,accumulation_3y_score,accumulation_1y_score,composite_3y,coverage_3y,composite_1y,coverage_1y,bs_flag,mcap_tercile,min_turnover,liquidity_flag,final_score_3y,final_score_1y,recommendation_3y,recommendation_1y,coverage_flag_3y,coverage_flag_1y,ttm_growth,ttm_eps_src,latest_qtr,stale_flag,zero_cov_flag,recommendation_overall,growth_artifact_flag,rev_growth_1y_m2m,rev_cagr_3y_m2m,growth_source_v3,history_class,listing_return_pctile,listing_window_months,pillars_observed,imputation_applied,quality_score_v3,growth_3y_score_v3,value_score_v3,stage_3y_score_v3,sector_macro_3y_score_v3,ownership_3y_score_v3,accumulation_3y_score_v3,redflag_count_v3,penalty_v3,boost_v3,bs_flag_v3,final_score_3y_v3,final_score_1y_v3,base_score_v3,revenue_rescue,expected_rev_growth_pct,fwd_growth_input_pct,fwd_growth_points,conviction_points,forward_adjustment,analyst_call,ionic_score_v3,recommendation_v3,trim_eligible_v3,analyst_conversion,thin_history_flag,oi_driven_growth,oi_level_high,oi_spike,oi_pct_of_pbt,eff_margin,eff_other_income
WAAREEENER,Capital Goods,Cyclical,85202.95605060019,0.2161438247584954,0.2541032546013632,0.2225377476104723,21.103571428571428,57.81970920194526,83.72334533370258,21.930110404680963,-0.1888166089791072,0.088576941856971,-0.0900396114133303,,False,False,38.3607843710826,-389665.0,18285004.0,2326572533.4698486,,,21.930110404680963,82.2429906542056,81.48148148148148,81.86223606784354,95.34883720930232,97.58064516129032,True,73.82296395193592,17.563338605868875,Neutral,11.261540610510789,85.89161118508655,77.5027962716378,,,53.48837209302325,23.73333333333333,72.32122152291323,85.71428571428571,60.25896776043247,85.71428571428571,GREEN,Large,50000000.0,GREEN,75.32122152291323,63.25896776043247,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold,,83.72334533370258,57.81970920194526,March-to-March,1-2y,,,6,,81.86223606784354,95.49418604651163,73.82296395193592,17.563338605868875,85.89161118508655,,53.48837209302325,0,-0.0,3,GREEN,73.34,62.46,68.99,,,18.0,5.0,0.0,5.0,Hold,73.99,Hold,,,Y,,,,8.2,908.1,15.0
PFC,Financial Services,NotCyclical,171937.74946146915,0.2563799125394744,,7.620769074446225,,,8.396086458470254,5.113390318556704,-0.1512107414128854,0.1054648715766695,-0.0337821188260831,-0.2106702244044422,False,True,35.016604235957274,-36712969.0,106409695.0,2424763002.889099,0.7283333333333332,-0.2049999999999983,5.113390318556704,88.23529411764706,,88.23529411764706,,34.946236559139784,False,77.07270711230794,38.23046279882829,Neutral,12.933784939122363,47.73288948069241,28.95792276964048,75.63025210084034,21.932773109243698,80.57455540355677,3.2,71.6938500125229,85.71428571428571,43.46142549036546,100.0,N/A-financial-sector,Large,50000000.0,GREEN,74.6938500125229,46.46142549036546,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold,,10.996554671916691,17.369727897832732,March-to-March,full,,,7,,88.23529411764706,63.662790697674424,77.07270711230794,38.23046279882829,47.73288948069241,75.63025210084034,80.57455540355677,0,-0.0,3,N/A-financial-sector,72.93,48.12,63.0,,,9.0,-5.0,0.0,-5.0,Hold,58.0,Hold,,,,,,,,,
SHRIPISTON,Automobile and Auto Components,Cyclical,18767.9846095058,0.1550398760140114,0.2173394771124871,0.6783867631851086,14.129032258064516,19.56052069321579,25.61284868977176,33.433194130447774,0.1232400397416335,0.3541847108299805,0.726343803004613,1.1374882501257453,True,True,61.97882681939309,1260771.0,9167489.0,169996128.42114258,,,33.433194130447774,60.86956521739131,60.86956521739131,60.86956521739131,71.47286821705427,80.10752688172043,False,60.57445014405172,93.95386427035108,Neutral,73.19656176250514,100.0,53.26844207723036,,,42.13406292749658,39.2,71.63457285175046,85.71428571428571,64.45224345282996,85.71428571428571,GREEN,Mid,10000000.0,GREEN,74.63457285175046,67.45224345282996,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold,,25.605633802816907,19.56052069321579,March-to-March,full,,,6,,60.86956521739131,70.63953488372093,60.57445014405172,93.95386427035108,100.0,,42.13406292749658,0,-0.0,3,GREEN,72.54,66.27,70.03,,,16.0,5.0,0.0,5.0,Hold,75.03,Hold,,,Y,,,,11.3,-33.4,-26.0
WEBELSOLAR,Capital Goods,Cyclical,4311.889764299365,0.5192531688934566,0.5753694461128507,0.2079365079365079,26.8125,,82.43478260869566,14.936842380609727,0.1216125177209406,0.1621621669872435,-0.230238631438854,0.759298679449889,False,True,44.359677259148086,8716886.0,308308445.0,255945800.0934868,-0.325,-1.6949999999999998,14.936842380609727,98.13084112149532,100.0,99.06542056074768,,97.4462365591398,False,73.05496759907518,42.02996339181778,Neutral,33.76046084551377,85.89161118508655,77.5027962716378,11.428571428571429,3.193277310924369,92.88645690834473,65.60000000000001,71.58686347671906,85.71428571428571,65.43049603186783,100.0,GREEN,Small,2500000.0,GREEN,74.58686347671906,68.43049603186783,Hold,Hold,High,High,annual,ttm(Mar 2026),Mar 2026,False,False,Hold,,82.43478260869566,,March-to-March,full,,,6,growth_3y<-1y,99.06542056074768,97.57738896366084,73.05496759907518,42.02996339181778,85.89161118508655,11.428571428571429,92.88645690834473,0,-0.0,3,GREEN,79.27,68.45,74.94,,,15.0,5.0,0.0,5.0,Hold,79.94,Hold,,,Y,,,,2.5,-32.6,7.0
TMCV,Capital Goods,Cyclical,151886.56901733842,0.2379456572954295,0.4151179900812033,0.4409455002355897,8.715102974828376,,,50.12758053377506,-0.0483417304117896,-0.0163693022865943,,,True,,49.34479551617313,41335824.0,,3008295055.770767,,,50.12758053377506,86.91588785046729,98.14814814814817,92.53201799930773,,,False,51.57703604806409,,Neutral,30.176631559493803,85.89161118508655,77.5027962716378,,,,86.13333333333333,74.55050259600183,42.85714285714285,59.876442324926266,71.42857142857143,GREEN,Large,50000000.0,GREEN,74.55050259600183,59.876442324926266,Hold,Hold,Med,High,annual,annual,Mar 2026,False,False,Hold,,,,engine TTM (no FY pair),<1y,32.4,6.0,3,"stage_3y<-1y,accumulation_3y<-1y",92.53201799930773,,51.57703604806409,30.176631559493803,85.89161118508655,,86.13333333333333,0,-0.0,0,GREEN,63.52,57.7,61.2,,,13.0,0.0,0.0,0.0,Hold,61.2,Hold,,,<1y,,,,,,
WAAREERTL,Capital Goods,Cyclical,10473.68800887463,0.2650785472026671,0.3875183150402313,0.1563169164882226,49.30769230769231,111.71705229396544,108.57858484658736,21.856209416275192,-0.0759877891454223,-0.0031300874003322,0.0187874477207892,,True,True,51.865977149425696,2014106.0,10333580.0,197075723.0,,,21.856209416275192,90.65420560747664,97.2222222222222,93.93821391484944,99.06976744186046,99.05913978494624,False,52.8994757237292,50.27339914912185,Neutral,26.88086260251775,85.89161118508655,77.5027962716378,,,43.63885088919289,44.266666666666666,74.06490997926713,85.71428571428571,63.19099746399954,85.71428571428571,GREEN,Small,2500000.0,GREEN,74.06490997926713,63.19099746399954,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold,,108.44806007509389,111.71705229396545,March-to-March,1-2y,,,6,,93.93821391484944,99.05523255813954,52.8994757237292,50.27339914912185,85.89161118508655,,43.63885088919289,0,-0.0,0,GREEN,71.9,62.14,67.99,,,22.0,10.0,0.0,10.0,Hold,77.99,Hold,,,Y,,,,3.1,-7.3,9.0
GOKULAGRO,Fast Moving Consumer Goods,NotCyclical,6247.653228711016,0.2180840401706864,0.278709517886056,0.4139142656359803,3.885057471264368,30.87781337477957,23.15089514066495,16.93130956290248,0.0287793864981971,0.3004907713345954,0.3673923823476201,1.4111925555368976,False,True,44.5303220171353,-2834246.0,48998647.0,96087314.70590971,-0.0316666666666666,0.0049999999999999,16.93130956290248,69.76744186046511,75.0,72.38372093023256,86.04651162790698,76.61290322580645,False,66.22607921673341,88.14373456785397,Neutral,32.791412242730914,58.78482023968043,8.718242343541945,26.38655462184874,34.03361344537815,67.9890560875513,15.733333333333333,70.2995416581107,100.0,50.14978944798134,100.0,GREEN,Small,2500000.0,GREEN,73.2995416581107,53.14978944798134,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold,,23.14971101222443,30.87781337477957,March-to-March,full,,,7,,72.38372093023256,85.90116279069767,66.22607921673341,88.14373456785397,58.78482023968043,26.38655462184874,67.9890560875513,0,-0.0,3,GREEN,73.27,53.17,65.23,,,13.0,0.0,0.0,0.0,Hold,65.23,Hold,,,,,,,8.2,25.8,6.0
J&KBANK,Financial Services,NotCyclical,19572.69201665853,0.1385389715391331,,0.2079393939393939,,,4.85607208356591,8.297385421453738,0.3543397204442782,0.7695140522444881,0.6681498690853909,0.7412273309166133,True,True,61.04726121700433,69348086.0,293166237.0,524678552.48737335,1.715,3.685000000000001,8.297385421453738,54.6218487394958,,54.6218487394958,,23.387096774193548,False,81.08974567716305,92.56052656280988,Neutral,94.16653191319396,47.73288948069241,28.95792276964048,89.74789915966387,95.63025210084034,92.47606019151848,90.53333333333332,73.22076044466156,85.71428571428571,64.58294866763408,100.0,N/A-financial-sector,Mid,10000000.0,GREEN,73.22076044466156,64.58294866763408,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold,,2.704081632653055,19.5545644136617,March-to-March,full,,,7,,54.6218487394958,70.49418604651163,81.08974567716305,92.56052656280988,47.73288948069241,89.74789915966387,92.47606019151848,1,-1.0,0,N/A-financial-sector,71.62,62.74,68.07,,,11.0,0.0,0.0,0.0,Hold,68.07,Hold,,,,,,,,,
WELCORP,Capital Goods,Cyclical,44612.91905151268,0.1470025845436589,0.1655968227575624,0.2572083879423329,10.547169811320757,19.78177642630552,19.97424524252396,27.52083673802909,0.5693043852568298,1.2810742471600514,0.8647629549957359,1.7754365122676106,True,True,74.41619528428532,21251058.0,55113638.0,1023687430.1986084,0.7183333333333332,1.125,27.52083673802909,51.4018691588785,39.81481481481482,45.60834198684665,71.78294573643412,70.83333333333334,False,77.71989319092123,94.8238334470814,Extended,94.27504713823812,85.89161118508655,77.5027962716378,75.12605042016807,81.00840336134453,69.35704514363886,78.0,73.16520308915213,100.0,76.475745236647,100.0,GREEN,Large,50000000.0,GREEN,73.16520308915213,76.475745236647,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold,,19.974245242523956,19.78177642630552,March-to-March,full,,,7,,45.60834198684665,70.93023255813954,77.71989319092123,94.8238334470814,85.89161118508655,75.12605042016807,69.35704514363886,0,-0.0,0,GREEN,73.01,76.53,74.42,,,16.0,5.0,0.0,5.0,Hold,79.42,Hold,,,,,,,22.3,215.6,-770.0
SONACOMS,Automobile and Auto Components,Cyclical,41774.40382472744,0.277423468634994,0.2683495308484486,0.073875981948855,47.0,18.77707517080836,25.49351381838692,66.28516240679559,0.1887717557795727,0.5044595685491715,0.5377686913834172,0.025287553354103,True,True,74.40007986631184,24929190.0,92031986.0,1018253855.859314,5.94,2.4399999999999995,66.28516240679559,93.47826086956522,78.26086956521739,85.86956521739131,68.21705426356588,79.83870967741935,False,30.40609701824655,77.05320779724887,Extended,82.85999201336881,100.0,53.26844207723036,99.07563025210084,90.08403361344538,78.24897400820794,80.26666666666667,72.54398145941964,100.0,68.60572175671467,100.0,GREEN,Large,50000000.0,GREEN,72.54398145941964,68.60572175671467,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold,,25.465313028764804,18.777075170808356,March-to-March,full,,,7,,85.86956521739131,67.29651162790698,30.40609701824655,77.05320779724887,100.0,99.07563025210084,78.24897400820794,0,-0.0,0,GREEN,72.38,68.6,70.87,,,24.0,10.0,0.0,10.0,Hold,80.87,Hold,,,,,,,8.6,-132.2,-44.0
UTLSOLAR,Capital Goods,Cyclical,11171.157919892372,0.2840119140190242,0.2095823242781283,0.4081632653061224,11.136363636363637,58.72018049406304,72.29072031148604,35.3242975698436,0.3928012805758212,0.6790134395717065,,,True,,59.54054979174182,4488559.0,,110963960.27998352,,,35.3242975698436,92.5233644859813,69.44444444444444,80.98390446521287,95.50387596899223,96.37096774193547,False,35.37415741313622,,Neutral,91.04356406844484,85.89161118508655,77.5027962716378,,,,55.333333333333336,72.14253394482766,57.14285714285714,74.5308059391871,85.71428571428571,GREEN,Small,2500000.0,GREEN,72.14253394482766,74.5308059391871,Hold,Hold,Med,High,annual,ttm(Mar 2026),Mar 2026,False,False,Hold,,72.29072031148604,58.720180494063044,March-to-March,<1y,94.26666666666667,6.0,4,"stage_3y<-1y,accumulation_3y<-1y",80.98390446521287,95.63953488372093,35.37415741313622,91.04356406844484,85.89161118508655,,55.333333333333336,0,-0.0,0,GREEN,71.1,72.57,71.69,,,18.0,5.0,0.0,5.0,Hold,76.69,Hold,,,<1y,,,,1.5,61.0,-3.0
ABB,Capital Goods,Cyclical,,,,,,,15.00219587176108,54.5729537366548,0.075560114499634,0.5503140950273084,0.3399779961888847,-0.0921016922145273,True,True,69.65252228939244,6771738.0,15319637.0,2135959470.0,0.9416666666666664,0.06,54.5729537366548,,,,,56.85483870967742,False,,63.9446237664412,Neutral,65.31411285042584,85.89161118508655,77.5027962716378,79.66386554621849,40.08403361344538,51.57318741450069,62.0,72.07856583768553,57.14285714285714,63.19736506864884,71.42857142857143,GREEN,,,GREEN,72.07856583768553,63.19736506864884,Hold,Hold,Med,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,True,Hold,,15.00219587176108,,engine TTM (no FY pair),full,,,4,growth_3y<-1y,,57.335127860026915,,63.9446237664412,85.89161118508655,79.66386554621849,51.57318741450069,0,-0.0,0,GREEN,60.81,58.91,60.05,,,12.0,0.0,0.0,0.0,Hold,60.05,Hold,,,Y,,,,,,
BSE,Financial Services,NotCyclical,149479.61180884033,0.2453965698054728,0.304445010975731,0.0,58.625,73.53548921137967,59.537953795379536,60.04562489815872,0.0645426819355574,0.3046286269840281,0.5582252715039591,3.6711970736314017,False,True,37.684610168663966,-17255293.0,112780731.0,13507801633.018188,,,60.04562489815872,86.5546218487395,75.0,80.77731092436974,97.51937984496124,94.35483870967742,False,23.011133488719423,95.57851331866136,Neutral,32.76689251848714,47.73288948069241,28.95792276964048,,,80.98495212038304,6.266666666666667,71.93784812572716,85.71428571428571,51.13959947697079,85.71428571428571,N/A-financial-sector,Large,50000000.0,GREEN,71.93784812572716,51.13959947697079,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold,,50.49813200498132,73.53548921137967,March-to-March,full,,,6,,80.77731092436974,97.96511627906976,23.011133488719423,95.57851331866136,47.73288948069241,,80.98495212038304,1,-1.0,0,N/A-financial-sector,69.06,49.78,61.35,,,16.0,5.0,0.0,5.0,Hold,66.35,Hold,,,Y,,,,11.8,255.7,370.0
